Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2015,2015 Ford Ranger XLT 3.2 (4X4) PX,"129,400km",Dealer: Used,"$29,999",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"5 cyl, 3.2 L",Diesel,9.20 L / 100 km,Blue / -,1EVV178,26 Aug 2023,MNAUMFF50FW452510,411950,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,265/65 R17,8x17,265/65 R17,8x17,,3198,5,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,20,470 @ 1500 RPM,147 @ 3000 RPM,246.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1821mm x 1850mm x 5351mm,237 mm,3220 mm,2159 kg,12.70 m,1560 mm,1560 mm,-,Ford,Ranger,XLT 3.2 (4X4),PX,36,"100,000",12,"15,000",,
2022,2022 Ford Ranger XL 2.0 HI-Rider (4X2) PY MY22,"4,847km",Dealer: Used,"$44,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",Rear Wheel Drive,"4 cyl, 2 L",Diesel,7.80 L / 100 km,Black / -,1HSA526,02 Oct 2023,MNACMFE90NW229541,U203941,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Lynford used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,255/70 R16,7Jx16,255/70 R16,7Jx16,,1996,4,Not Sufficient Data,Not Sufficient Data,Disc,Drum,80.00,16,405 @ 1750 RPM,125 @ 3500 RPM,204.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1874mm x 1918mm x 5370mm,234 mm,3270 mm,2113 kg,0.00 m,1620 mm,1620 mm,-,Ford,Ranger,XL 2.0 HI-Rider (4X2),PY MY22,60,"999,000",12,"15,000",,
2015,2015 Mitsubishi Triton GLX (4X4) MQ MY16,"202,469km",Dealer: Used,"$22,985",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.4 L",Diesel,7.20 L / 100 km,White / -,1HPE855,31 Dec 2023,MMAJJKL10GH009930,00005583,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,4th Ave Motor Co.,"688 Albany Highway, East Victoria Park, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2440,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,75.00,16,430 @ 2500 RPM,133 @ 3500 RPM,191.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1780mm x 1815mm x 5200mm,205 mm,3000 mm,1930 kg,11.80 m,1515 mm,1520 mm,-,Mitsubishi,Triton,GLX (4X4),MQ MY16,60,"100,000",12,"15,000",,
2021,2021 Mercedes-Benz GLB 250 4Matic X247 MY22,"19,564km",Dealer: Used,"$71,999",Auto Dual Clutch,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2 L",Premium Unleaded Petrol,7.70 L / 100 km,Silver / -,1HHA626,06 Jul 2023,W1N2476472W088994,416375,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",7,4,235/50 R19,7.5Jx19,235/50 R19,7.5Jx19,,1991,4,Anti Roll Bar;Coil Spring;MacPherson Strut,Anti Roll Bar;Coil Spring;Multi-Link System,Disc - Ventilated,Disc,60.00,16,350 @ 1800 RPM,165 @ 5800 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1659mm x 1834mm x 4638mm,213 mm,2829 mm,1766 kg,0.00 m,1590 mm,1590 mm,-,Mercedes-Benz,GLB,250 4Matic,X247 MY22,60,"999,000",12,"20,000",,
2018,2018 Nissan X-Trail TI (4WD) T32 Series 2,"55,000km",Dealer: Used,"$34,999",Continuous Variable,"SUV, 4 Doors, 5 Seats",Four Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,8.30 L / 100 km,White / -,1HWX227,22 Aug 2023,JN1TBNT32A0049132,415207,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,225/55 R19,7x19,225/55 R19,7x19,,2488,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,60.00,16,226 @ 4400 RPM,126 @ 6000 RPM,192.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1740mm x 1820mm x 4690mm,210 mm,2705 mm,1562 kg,11.30 m,1575 mm,1575 mm,-,Nissan,X-Trail,TI (4WD),T32 Series 2,36,"100,000",12,"10,000",,
2016,2016 Toyota Hilux SR (4X4) GUN126R,"200,236km",Dealer: Used,"$32,850",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,8.50 L / 100 km,White / Black,1GEV741,04 Jul 2023,MR0KA3CD501195689,7178,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2753,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,450 @ 1600 RPM,130 @ 3400 RPM,223.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1855mm x 5330mm,279 mm,3085 mm,1955 kg,11.80 m,1550 mm,1535 mm,-,Toyota,Hilux,SR (4X4),GUN126R,36,"100,000",6,"10,000",,
2021,2021 Kia Stinger GT (black Leather) CK PE MY21,"26,562km",Dealer: Used,"$64,968",Automatic,"SEDAN, 4 Doors, 5 Seats",Rear Wheel Drive,"6 cyl, 3.3 L",Unleaded Petrol,10.20 L / 100 km,White / -,1HFV914,23 Sep 2023,KNAE551CMM6098763,186959,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,225/40 R19,8.0Jx19,255/35 R19,8.5Jx19,,3342,6,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc - Ventilated,60.00,24,510 @ 1300 RPM,274 @ 6000 RPM,239.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1400mm x 1870mm x 4830mm,130 mm,2905 mm,1793 kg,11.20 m,1619 mm,1596 mm,-,Kia,Stinger,GT (black Leather),CK PE MY21,84,"999,000",12,"10,000",,
2022,2022 Tesla Model Y Rear-Wheel Drive MY22,"11,740km",Dealer: Used,"$74,990",Automatic,"SUV, 5 Doors, 5 Seats",Rear Wheel Drive,-,Electric,0.00 L / 100 km,White / Black,1HVU361,29 Aug 2023,LRWYHCFS5NC400869,HP2887,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,5,255/45 R19 1,9.5Jx19,255/45 R19 1,9.5Jx19,,0,,Anti Roll Bar;Coil Spring;Independent Double Wishbone,Anti Roll Bar;Coil Spring;Multi-Link System,Disc - Ventilated,Disc - Ventilated,0.00,0,-,220 @ - RPM,0.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1624mm x 1978mm x 4750mm,167 mm,2890 mm,1778 kg,12.10 m,1636 mm,1636 mm,-,Tesla,Model Y,Rear-Wheel Drive,MY22,48,"80,000",0,0,,
2020,2020 LDV T60 PRO (4X4) SK8C,"69,230km",Dealer: Used,"$27,998",Direct Shift,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,9.60 L / 100 km,White / -,1HDK994,-,LSFAM11A2KA075942,C5910,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,245/65 R17,7x17,245/65 R17,7x17,,2776,4,Independent;Shock Absorber,Leaf Spring;Shock Absorber,Disc - Ventilated,Disc,75.00,16,360 @ 1600 RPM,110 @ 3400 RPM,254.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1852mm x 1900mm x 5365mm,215 mm,3155 mm,1980 kg,12.60 m,1580 mm,1580 mm,-,LDV,T60,PRO (4X4),SK8C,60,"130,000",12,"15,000",,
2010,2010 Ford Ranger XLT (4X4) PK,"323,302km",Dealer: Used,"$12,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 3 L",Diesel,9.30 L / 100 km,Silver / -,1DJH334,09 Dec 2023,MNAUSFE90AW854572,543,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2953,4,Double Wishbone;Hydraulic Double Acting Shock Absorber;Torsion Ba,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,70.00,16,380 @ 1800 RPM,115 @ 3200 RPM,274.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1755mm x 1807mm x 5175mm,207 mm,3000 mm,1957 kg,12.60 m,1470 mm,1475 mm,-,Ford,Ranger,XLT (4X4),PK,36,"100,000",6,"10,000",,
2012,2012 Nissan Navara ST 25TH Anniversary LE (4X4) D40 MY12,"132,177km",Dealer: Used,"$21,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.5 L",Diesel,10.50 L / 100 km,Black / -,1HVF198,02 Dec 2023,VSKCVND40A0482012,8096,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,255/65 R17,7x17,255/65 R17,7x17,,2488,4,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring;Live Axle,Disc - Ventilated,Drum,80.00,16,450 @ 2000 RPM,140 @ 4000 RPM,235.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1895mm x 1774mm x 5220mm,190 mm,3200 mm,1985 kg,13.30 m,1570 mm,1570 mm,-,Nissan,Navara,ST 25TH Anniversary LE (4X4),D40 MY12,36,"100,000",6,"10,000",,
2015,2015 Ford Ranger XLT 3.2 (4X4) PX,"129,400km",Dealer: Used,"$29,999",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"5 cyl, 3.2 L",Diesel,9.20 L / 100 km,Blue / -,1EVV178,26 Aug 2023,MNAUMFF50FW452510,411950,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,265/65 R17,8x17,265/65 R17,8x17,,3198,5,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,20,470 @ 1500 RPM,147 @ 3000 RPM,246.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1821mm x 1850mm x 5351mm,237 mm,3220 mm,2159 kg,12.70 m,1560 mm,1560 mm,-,Ford,Ranger,XLT 3.2 (4X4),PX,36,"100,000",12,"15,000",,
2022,2022 Ford Ranger XL 2.0 HI-Rider (4X2) PY MY22,"4,847km",Dealer: Used,"$44,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",Rear Wheel Drive,"4 cyl, 2 L",Diesel,7.80 L / 100 km,Black / -,1HSA526,02 Oct 2023,MNACMFE90NW229541,U203941,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Lynford used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,255/70 R16,7Jx16,255/70 R16,7Jx16,,1996,4,Not Sufficient Data,Not Sufficient Data,Disc,Drum,80.00,16,405 @ 1750 RPM,125 @ 3500 RPM,204.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1874mm x 1918mm x 5370mm,234 mm,3270 mm,2113 kg,0.00 m,1620 mm,1620 mm,-,Ford,Ranger,XL 2.0 HI-Rider (4X2),PY MY22,60,"999,000",12,"15,000",,
2015,2015 Mitsubishi Triton GLX (4X4) MQ MY16,"202,469km",Dealer: Used,"$22,985",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.4 L",Diesel,7.20 L / 100 km,White / -,1HPE855,31 Dec 2023,MMAJJKL10GH009930,00005583,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,4th Ave Motor Co.,"688 Albany Highway, East Victoria Park, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2440,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,75.00,16,430 @ 2500 RPM,133 @ 3500 RPM,191.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1780mm x 1815mm x 5200mm,205 mm,3000 mm,1930 kg,11.80 m,1515 mm,1520 mm,-,Mitsubishi,Triton,GLX (4X4),MQ MY16,60,"100,000",12,"15,000",,
2021,2021 Mercedes-Benz GLB 250 4Matic X247 MY22,"19,564km",Dealer: Used,"$71,999",Auto Dual Clutch,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2 L",Premium Unleaded Petrol,7.70 L / 100 km,Silver / -,1HHA626,06 Jul 2023,W1N2476472W088994,416375,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",7,4,235/50 R19,7.5Jx19,235/50 R19,7.5Jx19,,1991,4,Anti Roll Bar;Coil Spring;MacPherson Strut,Anti Roll Bar;Coil Spring;Multi-Link System,Disc - Ventilated,Disc,60.00,16,350 @ 1800 RPM,165 @ 5800 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1659mm x 1834mm x 4638mm,213 mm,2829 mm,1766 kg,0.00 m,1590 mm,1590 mm,-,Mercedes-Benz,GLB,250 4Matic,X247 MY22,60,"999,000",12,"20,000",,
2018,2018 Nissan X-Trail TI (4WD) T32 Series 2,"55,000km",Dealer: Used,"$34,999",Continuous Variable,"SUV, 4 Doors, 5 Seats",Four Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,8.30 L / 100 km,White / -,1HWX227,22 Aug 2023,JN1TBNT32A0049132,415207,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,225/55 R19,7x19,225/55 R19,7x19,,2488,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,60.00,16,226 @ 4400 RPM,126 @ 6000 RPM,192.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1740mm x 1820mm x 4690mm,210 mm,2705 mm,1562 kg,11.30 m,1575 mm,1575 mm,-,Nissan,X-Trail,TI (4WD),T32 Series 2,36,"100,000",12,"10,000",,
2016,2016 Toyota Hilux SR (4X4) GUN126R,"200,236km",Dealer: Used,"$32,850",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,8.50 L / 100 km,White / Black,1GEV741,04 Jul 2023,MR0KA3CD501195689,7178,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2753,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,450 @ 1600 RPM,130 @ 3400 RPM,223.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1855mm x 5330mm,279 mm,3085 mm,1955 kg,11.80 m,1550 mm,1535 mm,-,Toyota,Hilux,SR (4X4),GUN126R,36,"100,000",6,"10,000",,
2021,2021 Kia Stinger GT (black Leather) CK PE MY21,"26,562km",Dealer: Used,"$64,968",Automatic,"SEDAN, 4 Doors, 5 Seats",Rear Wheel Drive,"6 cyl, 3.3 L",Unleaded Petrol,10.20 L / 100 km,White / -,1HFV914,23 Sep 2023,KNAE551CMM6098763,186959,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,225/40 R19,8.0Jx19,255/35 R19,8.5Jx19,,3342,6,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc - Ventilated,60.00,24,510 @ 1300 RPM,274 @ 6000 RPM,239.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1400mm x 1870mm x 4830mm,130 mm,2905 mm,1793 kg,11.20 m,1619 mm,1596 mm,-,Kia,Stinger,GT (black Leather),CK PE MY21,84,"999,000",12,"10,000",,
2022,2022 Tesla Model Y Rear-Wheel Drive MY22,"11,740km",Dealer: Used,"$74,990",Automatic,"SUV, 5 Doors, 5 Seats",Rear Wheel Drive,-,Electric,0.00 L / 100 km,White / Black,1HVU361,29 Aug 2023,LRWYHCFS5NC400869,HP2887,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,5,255/45 R19 1,9.5Jx19,255/45 R19 1,9.5Jx19,,0,,Anti Roll Bar;Coil Spring;Independent Double Wishbone,Anti Roll Bar;Coil Spring;Multi-Link System,Disc - Ventilated,Disc - Ventilated,0.00,0,-,220 @ - RPM,0.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1624mm x 1978mm x 4750mm,167 mm,2890 mm,1778 kg,12.10 m,1636 mm,1636 mm,-,Tesla,Model Y,Rear-Wheel Drive,MY22,48,"80,000",0,0,,
2020,2020 LDV T60 PRO (4X4) SK8C,"69,230km",Dealer: Used,"$27,998",Direct Shift,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,9.60 L / 100 km,White / -,1HDK994,-,LSFAM11A2KA075942,C5910,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,245/65 R17,7x17,245/65 R17,7x17,,2776,4,Independent;Shock Absorber,Leaf Spring;Shock Absorber,Disc - Ventilated,Disc,75.00,16,360 @ 1600 RPM,110 @ 3400 RPM,254.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1852mm x 1900mm x 5365mm,215 mm,3155 mm,1980 kg,12.60 m,1580 mm,1580 mm,-,LDV,T60,PRO (4X4),SK8C,60,"130,000",12,"15,000",,
2010,2010 Ford Ranger XLT (4X4) PK,"323,302km",Dealer: Used,"$12,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 3 L",Diesel,9.30 L / 100 km,Silver / -,1DJH334,09 Dec 2023,MNAUSFE90AW854572,543,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2953,4,Double Wishbone;Hydraulic Double Acting Shock Absorber;Torsion Ba,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,70.00,16,380 @ 1800 RPM,115 @ 3200 RPM,274.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1755mm x 1807mm x 5175mm,207 mm,3000 mm,1957 kg,12.60 m,1470 mm,1475 mm,-,Ford,Ranger,XLT (4X4),PK,36,"100,000",6,"10,000",,
2012,2012 Nissan Navara ST 25TH Anniversary LE (4X4) D40 MY12,"132,177km",Dealer: Used,"$21,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.5 L",Diesel,10.50 L / 100 km,Black / -,1HVF198,02 Dec 2023,VSKCVND40A0482012,8096,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,255/65 R17,7x17,255/65 R17,7x17,,2488,4,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring;Live Axle,Disc - Ventilated,Drum,80.00,16,450 @ 2000 RPM,140 @ 4000 RPM,235.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1895mm x 1774mm x 5220mm,190 mm,3200 mm,1985 kg,13.30 m,1570 mm,1570 mm,-,Nissan,Navara,ST 25TH Anniversary LE (4X4),D40 MY12,36,"100,000",6,"10,000",,
